datetime,nbbike,nbdock,nbbikeoverflow,nbfreedock,nbebike,nbedock,nbebikeoverflow,nbfreeedock,station_state,kioskstate,maxbikeoverflow,creditcard,station_type,overflowactivation,station_code,overflow,duedate,densitylevel
2019-12-23T13:16:00.942Z,23,0,0,0,11,60,0,26,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T13:31:00.497Z,26,0,0,0,12,60,0,22,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T13:46:01.080Z,22,0,0,0,13,60,0,25,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T14:01:00.770Z,20,0,0,0,11,60,0,29,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T14:16:00.641Z,23,0,0,0,13,60,0,24,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T14:31:00.536Z,24,0,0,0,13,60,0,23,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T14:46:00.626Z,22,0,0,0,14,60,0,24,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T15:01:00.625Z,22,0,0,0,17,60,0,21,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T15:16:00.932Z,26,0,0,0,13,60,0,21,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T15:31:00.538Z,34,0,0,0,14,60,0,12,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T15:46:01.241Z,36,0,0,0,14,60,0,10,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T16:01:00.684Z,37,0,0,0,15,60,0,8,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T16:16:03.294Z,34,0,0,0,13,60,0,13,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T16:31:00.565Z,35,0,0,0,9,60,0,16,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T16:46:01.268Z,32,0,0,0,11,60,0,17,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
2019-12-23T17:01:01.306Z,28,0,0,0,12,60,0,20,"Operative","yes",60,"yes","yes","no","7023","no","2019-07-15","1"
